,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.0,35.650164190766496,0.0,29.68220413041509,0.0,-72.6535921743356,121.60281180441186,-137.2254276532073,0.0,18.600515419184347,0.0,-1.7851971058591043,-30.715389387585546,32.50058649344465,-3.1261985563382666,0.0,-12.501902560182165,0.0,21.233565853759906,0.0,14.550770664285972,0.0,0.0,-0.20018864944653103,0.0,0.0,0.0,-3.473319943386022,-12.569074172286943,-4.090224737377834,0.0,1.180702595036509,0.0,-1.785197117753734,-30.715389372456926,32.50058649021068,-3.126198558638915,0.0,-12.501902556532896,0.0,21.233565863223337,0.0,14.55077065516559,0.0
1,0.0,17.218090954699996,0.0,-56.580006460266084,-3.4718341474444525,116.78042861094156,-97.69260544424921,-9.32092469541197,0.0,-4.025975448915675,0.0,-7.423131926486837,37.56823745764027,-1.1573214969396228,-4.990167160132442,0.0,-3.2685407086988305,7.437672397258677,11.038691243937915,0.420912487122449,-36.60416978377309,0.0,0.0,-0.20228163477775674,0.0,0.0,0.0,-20.36630025580233,0.0,0.2586965659177931,0.6807832073909559,-0.7466020235785908,0.0,-7.423131910314229,37.56823746206519,-1.1573215064919928,-4.990167151905833,0.0,-3.2685407100218056,7.437672407248308,11.03869124590997,0.4209124780640394,-36.60416979266077,0.0
2,0.0,29.31639331064453,0.0,-70.40277401048276,118.59965522167961,-134.98095622665085,0.0,20.342798459626323,0.0,53.708129112112026,0.0,25.8341423447034,-0.9183521390166427,0.0,-11.819217908431101,0.0,20.119851719977444,0.0,1.9235813391023981,-14.804369384121252,0.79353417540311,0.0,0.0,0.0,0.0,-3.4313597142280106,-12.673118919377524,-4.043220944602854,0.0,0.687361581925261,0.0,-0.5239728815452427,0.0,25.834142343553435,-0.9183521418923313,0.0,-11.819217905067436,0.0,20.11985172915289,0.0,1.923581329661661,-14.804369387953464,0.7935341846260435,0.0
3,0.0,-56.995034464668095,0.0,111.92944188290524,-92.30936366556692,-11.830625910484471,0.0,23.939333224047267,0.0,-3.343101562693196,0.0,-3.3239553883341877,-3.694987104244851,0.0,-4.354994225768749,9.48581658260811,8.545812307975687,2.4140102114550865,-27.221388711450413,0.0,-3.4218396855618005,0.0,0.0,0.0,0.0,-20.241549897689914,0.0,0.22346462581941395,0.742935263784883,-0.788497597070581,0.0,0.10932209235203771,0.0,-3.3239553932229438,-3.694987098313307,0.0,-4.354994224556319,9.485816587362873,8.545812314049762,2.4140101985830054,-27.221388710784588,0.0,-3.4218396856163125,0.0
4,0.0,-70.29604359055712,118.52448160523915,-136.28182828460154,0.0,20.747281758078493,0.0,42.168834071018765,0.0,-38.23491302136412,0.0,0.0,-12.12814037993093,0.0,20.62441465785534,0.0,6.982355872958468,-26.34626369961216,1.3220811889376516,0.0,-12.864299299976745,0.0,0.0,-3.3941021931873205,-12.499051617629453,-3.990572943676529,0.0,0.6774648558704577,0.0,-0.4561147955340239,0.0,-0.16764453345379238,0.0,0.0,-12.128140376774654,0.0,20.624414667711342,0.0,6.982355862797052,-26.346263702886418,1.322081195330349,0.0,-12.864299315551486,0.0
5,-9.82312200952049,122.81429900297782,-102.67908926987079,-6.884338914919619,0.0,25.058818075103993,0.0,-14.744597623506062,0.0,-57.77656963759226,0.0,0.0,-6.327729750870381,13.26350450052638,5.8801949102461055,5.371849552042507,-29.8782382059664,0.011456030671652684,-7.170441754807411,0.0,-17.726412057955116,0.0,0.0,-19.853138029376495,0.0,0.23076201688931874,0.7033558281356544,-0.7599758468177065,0.0,-0.0066917430304958,0.0,-0.14399018083306458,0.0,0.0,-6.32772974985043,13.263504505887624,5.8801949164466905,5.371849538885676,-29.878238210249286,0.011456039906665438,-7.170441765846203,0.0,-17.7264120484121,0.0
6,120.75668849368859,-137.91375402459747,0.0,21.091861723816763,0.0,42.68083868182466,0.0,-59.32636970975133,0.0,-32.685438559899715,0.0,0.0,21.258177688790813,0.0,8.516003547995975,-30.266701593401525,3.1620461427297353,0.0,-19.954942616480032,0.0,0.9891678472449095,0.0,-12.036748842795664,-3.829090967818205,0.0,0.6498000142094895,0.0,-0.4375087473865058,0.0,-0.17526865410277814,0.0,0.06279473128794066,0.0,0.0,21.258177698656656,0.0,8.516003537934491,-30.266701597596658,3.162046149990938,0.0,-19.95494262505506,0.0,0.9891678523848535,0.0
7,-106.0569836143094,-6.467466677812084,0.0,25.972859029087083,0.0,-15.253482839740995,0.0,-64.07797435173306,0.0,6.669931548710162,0.0,17.005107398251308,2.5830982371508604,8.54015684794408,-33.63201639858251,4.141162884612548,-9.257037447899762,0.0,-13.593999907208415,0.0,2.3008179836489893,0.0,0.0,0.21225163678701975,0.6552379268557118,-0.7061102992100832,0.0,-0.006201690739793264,0.0,-0.09615821172670458,0.0,-0.05901936196615054,0.0,17.005107402966257,2.583098244664561,8.540156833868195,-33.63201640290669,4.141162892913353,-9.257037458654382,0.0,-13.593999899924691,0.0,2.3008179643616566,0.0
8,34.780564548046875,2.41293113225165,0.0,39.58656190493146,-2.388163924487774,-50.4874732512484,-2.404882384966145,-22.064681897739604,0.0,-55.81332467714879,0.0,0.0,8.736363622897414,-31.5209033451211,3.063972240719537,0.0,-21.44810410409698,0.0,0.13867968798032537,0.0,-34.14446944396072,0.0,0.0,0.9081302650582934,-0.5628398548058744,-0.14042888596574876,0.0,-0.16913572020347267,0.0,0.012446820109479617,0.0,-0.048172624192677205,0.0,0.0,8.736363613065068,-31.520903351480968,3.0639722495209964,0.0,-21.44810411339837,0.0,0.1386796843141802,0.0,-34.14446943644845,0.0
9,0.0,9.971486507709804,22.761425283654326,-23.760253576110824,0.0,-50.98939054150251,0.0,-17.635967212738947,-1.5654174109907881,48.266538724305306,0.0,7.344744282692117,-32.54657418479443,2.507958682214939,-8.55373063644278,0.0,-13.803128512176432,0.0,-7.77208231066639,-9.292418256537893,41.904249053742475,0.0,0.6551727047196199,-0.7060399953584096,0.0,-0.006201071067080122,0.0,-0.09614859868278813,0.0,-0.05901345715542128,0.0,0.09606615578703348,0.0,7.344744274614867,-32.546574195880076,2.5079586986435087,-8.553730651266322,0.0,-13.803128504631722,0.0,-7.7720823297806385,-9.292418243489099,41.90424906485302,0.0
