,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.0,-0.0,-0.0,-0.0,100.60895538330078,7.646371364593506,8.142786026000978,50.6983642578125,25.32312774658203,3.457771778106689,26.424823760986328,22.4315128326416,-0.0,-0.0,-0.0,8.997161865234375,-0.0,90.65372467041016,123.5776824951172,46.11682510375977
1,17.747106552124023,70.16441345214844,-0.0,36.11827850341797,67.50933074951172,32.147388458251946,92.37566375732422,101.77649688720705,-0.0,40.79106903076172,35.61204528808594,-0.0,-0.0,-0.0,5.5532498359680185,-0.0,80.9158706665039,-0.0,6.039097309112549,73.96912384033203
2,25.26879501342773,88.1393814086914,-0.0,49.44405746459961,59.27671813964844,17.876924514770508,101.43785858154295,122.14242553710938,-0.0,67.69594573974611,48.60622024536133,-0.0,-0.0,12.296156883239744,80.72388458251953,-0.0,148.8102264404297,-0.0,2.338305711746216,163.70289611816406
3,81.35395050048828,-0.0,-0.0,-0.0,55.1517219543457,39.19549560546875,26.610071182250977,94.98706817626952,51.55754089355469,1.5424978733062744,-0.0,-0.0,-0.0,-0.0,16.987695693969727,29.938682556152344,39.22703170776367,117.8294677734375,137.22792053222656,31.22914886474609
4,-0.0,1.4130851030349731,20.34410095214844,-0.0,99.94259643554688,1.732302188873291,21.446434020996094,25.926921844482425,7.518269538879394,56.94432067871094,47.93122100830078,18.96553611755371,11.003106117248537,22.467639923095703,6.636772632598878,50.59593963623047,-0.0,61.821815490722656,118.46963500976562,50.95839309692383
5,28.39849853515625,10.898568153381348,-0.0,-0.0,19.93848419189453,2.015594005584717,51.96782302856445,115.79779815673828,-0.0,21.05233383178711,-0.0,-0.0,-0.0,-0.0,37.82407760620117,-0.0,50.77675247192383,23.25817108154297,68.01352691650389,63.40337753295898
6,9.995099067687988,43.39454650878906,-0.0,11.964991569519045,58.616477966308594,32.68096923828125,68.80946350097656,100.8583526611328,-0.0,26.57991600036621,12.101901054382324,-0.0,-0.0,-0.0,41.49438095092773,-0.0,86.25537109375,-0.0,0.6897952556610107,87.97576141357422
7,27.464370727539066,19.130504608154297,4.2608280181884775,29.974573135375977,87.00045776367188,28.451683044433594,65.96357727050781,3.7575912475585938,0.2330680936574936,24.47652816772461,52.51598358154297,-0.0,-0.0,-0.0,-0.0,11.02192211151123,10.99475383758545,41.00827407836914,41.71919631958008,32.812854766845696
8,11.367043495178224,18.05673599243164,0.8240794539451599,-0.0,51.2645378112793,10.427261352539062,44.84529113769531,10.385549545288086,44.19031143188477,17.098016738891598,40.99451446533203,-0.0,-0.0,-0.0,-0.0,44.944374084472656,16.057069778442386,53.14410018920898,73.14326477050781,57.05566024780274
9,46.2596435546875,14.53510284423828,5.104093074798584,-0.0,25.52582550048828,4.753441333770752,6.157767295837402,102.57077026367188,-0.0,59.13051223754883,-0.0,-0.0,-0.0,39.405067443847656,105.29893493652344,-0.0,66.08506774902344,34.74946975708008,29.88678550720215,109.06436920166016
10,9.149149894714355,10.590924263000488,8.514159202575684,-0.0,50.80902862548828,0.8704622983932495,19.792278289794922,29.04238319396973,-0.0,12.39323902130127,-0.0,-0.0,-0.0,0.0949328988790512,30.82274055480957,-0.0,-0.0,18.526012420654297,35.190208435058594,9.105212211608887
11,4.901797294616699,-0.0,-0.0,-0.0,10.281949043273926,12.251935005187988,6.428570747375487,54.67805099487305,5.400503158569336,0.8806495666503906,8.494610786437987,-0.0,-0.0,-0.0,13.606056213378904,8.16209888458252,21.22114562988281,28.925575256347656,18.48528289794922,32.779224395751946
