,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,51.425209045410156,18.02095603942871,3.899174928665161,0.4839552938938141,109.83607482910156,26.473567962646484,25.35146713256836,43.86976623535156,-0.0,60.492454528808594,7.61601448059082,-0.0,-0.0,30.976850509643555,74.92203521728516,-0.0,65.93207550048828,18.382736206054688,13.420357704162598,33.92560577392578
1,-0.0,4.65128231048584,-0.0,15.92587661743164,56.51007080078125,34.21703338623047,52.46945571899414,88.45596313476562,-0.0,8.520968437194824,42.67472839355469,-0.0,-0.0,-0.0,-0.0,-0.0,1.4438177347183228,4.044896125793457,43.833702087402344,73.21341705322266
2,35.564212799072266,41.49442672729492,-0.0,-0.0,79.68896484375,53.23678207397461,44.609310150146484,82.95211029052734,36.650306701660156,17.213001251220703,15.72847843170166,-0.0,-0.0,-0.0,-0.0,-0.0,94.53177642822266,72.42134094238281,67.72187805175781,60.39177322387695
3,54.740665435791016,26.682674407958984,50.5350341796875,-0.0,49.48838806152344,-0.0,33.071266174316406,21.05571937561035,-0.0,59.30940628051758,-0.0,-0.0,-0.0,29.260988235473633,87.49089050292969,40.509063720703125,32.724796295166016,41.8038330078125,54.87115478515625,87.81399536132812
4,21.20794105529785,52.04990768432617,27.332443237304688,15.728100776672363,92.83385467529297,-0.0,73.79181671142578,24.610767364501953,-0.0,69.35098266601562,33.29121017456055,-0.0,-0.0,0.22632431983947754,27.142282485961914,38.665122985839844,17.773014068603516,10.264472961425781,74.78642272949219,72.24813079833984
5,17.283151626586914,-0.0,-0.0,19.303089141845703,40.737945556640625,28.287771224975586,44.158416748046875,115.8365249633789,-0.0,43.86858367919922,43.612056732177734,-0.0,-0.0,-0.0,48.158416748046875,-0.0,40.9834098815918,-0.0,50.345970153808594,93.33515167236328
6,-0.0,46.91716003417969,-0.0,1.6880348920822144,117.44023895263672,-0.0,73.27400970458984,18.661334991455078,3.881133794784546,15.10633373260498,45.385093688964844,-0.0,-0.0,0.11014829576015472,35.46403884887695,40.83095169067383,12.72321605682373,57.70197296142578,60.24794006347656,137.1113739013672
7,26.22770118713379,22.156641006469727,-0.0,5.602571487426758,63.5386962890625,27.18109893798828,28.608659744262695,43.298336029052734,-0.0,25.329158782958984,-0.0,-0.0,8.79358196258545,-0.0,68.58906555175781,-0.0,32.931217193603516,36.493255615234375,46.16144943237305,37.97129821777344
8,16.894887924194336,41.08485412597656,-0.0,23.89046859741211,26.08745765686035,-0.0,58.660621643066406,62.7265510559082,-0.0,42.211456298828125,18.557395935058594,-0.0,-0.0,2.2080068588256836,56.8044319152832,-0.0,59.31536865234375,-0.0,19.747711181640625,107.77357482910156
9,27.99043846130371,-0.0,-0.0,-0.0,45.791316986083984,10.872969627380371,10.028610229492188,64.67932891845703,-0.0,15.360466957092285,-0.0,-0.0,-0.0,3.1676814556121826,48.150970458984375,-0.0,41.77785873413086,64.41948699951172,78.67566680908203,30.273855209350586
